,galaxy,v3k,mod0,dl_mpc,z,d_mpc
590,  UGC02384                   ,9626,35.67,136.14446824659512,3.210887980377412e-05,136.14009694058598
591,  IC0304                     ,4786,34.39,75.50922276654342,1.5964377596183557e-05,75.50801732804325
592,  NGC2258                    ,4057,33.87,59.42921586155715,1.3532695342189028e-05,59.42841163496782
593,  UGC03500                   ,4358,33.32,46.13175745603791,1.4536723268735467e-05,46.13108686119413
594,  UGC03576                   ,6031,34.78,90.36494737223023,2.011725058140055e-05,90.36312951451048
595,  UGC03584                   ,4559,33.82,58.07644175213124,1.5207187100083751e-05,58.075558586245876
596,  UGC03595                   ,7963,35.32,115.87773561551262,2.6561708900628847e-05,115.87465778658354
597,  UGC03725                   ,6255,34.68,86.29785477669702,2.086443415464441e-05,86.29605425835514
598,  UGC03789                   ,3371,33.48,49.65923214503358,1.1244445649129706e-05,49.65867376077547
599,  UGC03845                   ,3140,33.54,51.05049999754065,1.0473912589221974e-05,51.049965304666365
600,  UGC04032                   ,8292,35.44,122.46161992650464,2.7659134773830768e-05,122.45823283773841
601,  UGC04381                   ,4892,33.65,53.703179637025215,1.63179555370936e-05,53.70230332522732
602,  UGC04414                   ,7781,35.4,120.22644346174131,2.595462224736821e-05,120.22332311080464
603,  UGC04455                   ,9555,35.63,133.6595516546446,3.187204929618343e-05,133.65529178659605
604,  UGC04468                   ,7592,34.51,79.79946872679753,2.5324186107443702e-05,79.79744792137546
605,  UGC04446                   ,6262,34.67,85.90135215053961,2.0887783641308282e-05,85.89955789915932
606,  UGC06211                   ,17490,36.97,247.7422057633286,5.8340360250156794e-05,247.7277532369608
607,  UGC06509                   ,3212,33.1,41.68693834703355,1.0714078737764644e-05,41.68649171467902
608,  NGC3873                    ,5710,34.42,76.55966069112569,1.9046509835814483e-05,76.55820252456829
609,  NGC3978                    ,10088,35.98,157.03628043335516,3.364994592358958e-05,157.03099634881968
610,  NGC4059                    ,7490,35.27,113.24003632355577,2.498395073034159e-05,113.23720721074999
611,  UGC08162                   ,7252,35.11,105.19618738232234,2.4190068183769988e-05,105.19364274093195
612,  UGC10261                   ,19011,37.43,306.1963433690682,6.341387013812068e-05,306.1769275051481
613,  NGC6261                    ,10548,36.11,166.7247212551061,3.5184340761501075e-05,166.71885536208765
614,  NGC6323                    ,7769,35.15,107.15193052376048,2.591459455594443e-05,107.14915379688281
615,  UGC10858                   ,5391,34.74,88.71560120379618,1.7982440372132377e-05,88.71400590947475
616,  UGC11021                   ,5110,34.61,83.56030182312473,1.704512526462557e-05,83.5588775515899
617,  UGC11060                   ,4579,34.12,66.68067692136218,1.5273899919123383e-05,66.67965846293218
618,  UGC11064                   ,6957,35.05,102.32929922807537,2.3206054102935437e-05,102.32692462392636
619,  UGC11260                   ,6056,35.2,109.64781961431873,2.0200641605200087e-05,109.64560470275454
620,  UGC11328                   ,5516,34.82,92.04495717531721,1.8399395491130067e-05,92.04326363490729
621,  NGC6662                    ,5183,34.77,89.94975815300364,1.728862705412022e-05,89.94820307206653
622,  NGC6801                    ,4206,33.23,44.25883723626255,1.4029705844034275e-05,44.25821630650659
623,  UGC11961                   ,3866,34.29,72.1107479182899,1.2895587920360557e-05,72.1098180197917
624,  IC2513                     ,3184,32.7,34.67368504525324,1.062068079110916e-05,34.67331679102363
625,  PGC085610                  ,7659,35.28,113.76272858234333,2.5547674051226467e-05,113.75982228348352
626,  PGC086285                  ,3005,33.2,43.651583224016655,1.0023601060704469e-05,43.65114568234649
627,  PGC085551                  ,8400,35.84,147.23125024327226,2.801938399664477e-05,147.22712502992132
628,  UGC01162                   ,10855,36.18,172.18685749860097,3.6208382533759405e-05,172.18062311673424
629,  UGC01650                   ,4352,34.41,76.20790100254113,1.4516709423023577e-05,76.20679473064597
630,  UGC02194                   ,5285,33.76,56.49369748123022,1.7628862431222335e-05,56.49270157916572
631,  UGC02801                   ,5875,34.54,80.90958991783813,1.9596890592891433e-05,80.90800437252835
632,  UGC03423                   ,4248,33.99,62.8058358813318,1.41698027640175e-05,62.80494594763512
633,  UGC03763                   ,7290,35.53,127.64388088113435,2.4316822539945283e-05,127.64077706300964
634,  NGC2921                    ,3292,33.48,49.65923214503358,1.0980930013923166e-05,49.65868684646873
635,  ESO437-067                 ,3518,29.0,6.309573444801931,1.1734784869070989e-05,6.30949940418379
636,  NGC4842:                   ,7505,35.42,121.33888504649761,2.503398534462131e-05,121.33584752666884
637,  IC3957                     ,6630,35.38,119.12420080273762,2.211529951163748e-05,119.12156639361852
638,  NGC5193                    ,3984,33.23,44.25883723626255,1.3289193552694377e-05,44.258249079824225
639,  UGC09279                   ,4258,33.99,62.8058358813318,1.4203159173537314e-05,62.804943852717386
640,  UGC09401                   ,5825,35.21,110.15393095414146,1.9430108545292358e-05,110.15179069289185
641,  NGC6750                    ,3561,33.02,40.17908108489409,1.1878217430006195e-05,40.1786038347017
642,  UGC11816                   ,4403,34.26,71.12135136533281,1.4686827111574634e-05,71.12030683368222
643,  PGC083454                  ,11661,35.95,154.8816618912486,3.8896909141056513e-05,154.8756377076405
644,  PGC091621                  ,6449,34.46,77.98301105232593,2.1511548499328826e-05,77.98133355308715
645,  PGC091661                  ,5452,35.04,101.85913880541149,1.818591447020325e-05,101.85728643751217
646,  PGC093031                  ,3106,33.39,47.64309868054156,1.0360500796854602e-05,47.64260507929367
647,  PGC343503                  ,10710,35.89,150.66070661867448,3.5724714595722085e-05,150.6553245002044
648,  PGC643983                  ,16312,36.22,175.38805018417602,5.441097520872256e-05,175.37850766854314
649,  PGC906205                  ,5113,34.2,69.18309709189376,1.7055132187481513e-05,69.18191718515118
650,  PGC1210567                 ,5811,33.55,51.28613839913638,1.9383409571964615e-05,51.28514431817911
651,  ESO383-032                 ,7479,35.09,104.23174293933057,2.494725867986979e-05,104.22914270794544
652,  ESO320-004                 ,3160,31.54,20.32357010936221,1.0540625408261605e-05,20.323355888480748
653,  UGC12807                   ,12022,36.48,197.6969640111858,4.010107552472184e-05,197.689036468204
654,  UGC00549                   ,5765,34.29,72.1107479182899,1.9229970088173465e-05,72.10936125742985
655,  UGC02982                   ,5213,33.35,46.77351412871982,1.7388696282679666e-05,46.77270081243107
656,  UGC03420                   ,5088,34.44,77.26805850957021,1.6971741163681976e-05,77.26674715833687
657,  PGC019975                  ,3338,32.83,36.812897364253125,1.1134369497714315e-05,36.812487480415385
658,  NGC6462                    ,11450,36.17,171.39573075084252,3.819308890018841e-05,171.3891848684683
659,  NGC6695                    ,5355,35.28,113.76272858234333,1.7862357297861043e-05,113.76069654813512
660,  PGC2793261                 ,4852,33.6,52.480746024977336,1.6184529899014336e-05,52.47989666252071
661,  PGC2793266                 ,5642,34.37,74.81695005111538,1.881968625107974e-05,74.81554204608736
662,  PGC2793272                 ,4438,34.13,66.98846094165272,1.4803574544893988e-05,66.98746928765755
663,  PGC2793273                 ,5617,34.02,63.67955209079162,1.8736295227280202e-05,63.67835899425791
664,  PGC2793294                 ,5929,34.6,83.17637711026708,1.9777015204298436e-05,83.17473216232449
665,  PGC2793297                 ,4770,33.45,48.97788193684466,1.5911007340951852e-05,48.977102661804665
666,  PGC2793300                 ,4676,34.61,83.56030182312473,1.559745709146559e-05,83.55899851523078
667,  PGC2793302                 ,5925,33.28,45.28975799036214,1.9763672640490508e-05,45.28886291610121
668,  PGC2793304                 ,5383,34.35,74.13102413009177,1.7955755244516523e-05,74.12969307546656
669,  PGC2793305                 ,5138,35.19,109.14403364487572,1.7138523211281054e-05,109.14216310937994
670,  PGC2793306                 ,4150,33.61,52.72298614228222,1.384290995072331e-05,52.722256312835675
671,  PGC2793309                 ,5437,34.97,98.627948563121,1.8135879855923527e-05,98.62615989093456
672,  PGC2793310                 ,6340,34.03,63.973483548264824,2.114796363556284e-05,63.97213066797176
673,  PGC2793313                 ,4931,34.0,63.09573444801929,1.6448045534220877e-05,63.094696663575604
674,  PGC2793323                 ,4909,34.63,84.33347577642756,1.6374661433277282e-05,84.33209486692616
675,  PGC2793324                 ,6339,34.74,88.71560120379618,2.114462799461086e-05,88.71372538507491
676,  PGC2793326                 ,5512,34.21,69.50243175887977,1.8386052927322142e-05,69.50115390698552
677,  PGC2793329                 ,3574,34.17,68.23386941416705,1.1921580762381955e-05,68.23305596827966
678,  PGC2793332                 ,5631,33.93,61.094202490557144,1.8782994200607942e-05,61.093054980059755
679,  PGC2793338                 ,5005,33.96,61.94410750767811,1.669488296466751e-05,61.94307337531763
680,  PGC2793347                 ,4144,34.61,83.56030182312473,1.3822896105011421e-05,83.55914679371998
681,  PGC2793348                 ,6333,33.91,60.53408747539124,2.112461414889897e-05,60.532808743163194
682,  PGC2793352                 ,4675,33.4,47.863009232263806,1.5594121450513607e-05,47.86226286232383
683,  PGC3077814                 ,5482,34.04,64.26877173170195,1.8285983698762694e-05,64.26759653547934
684,  PGC3078024                 ,4111,34.51,79.79946872679753,1.371281995359603e-05,79.79837446605589
685,  PGC3080012                 ,5140,34.17,68.23386941416705,1.7145194493185015e-05,68.23269955126244
686,  UGC02915                   ,5185,34.48,78.7045789695097,1.7295298336024182e-05,78.7032177738783
687,  UGC06679                   ,5415,34.36,74.47319739059888,1.8062495754979932e-05,74.47185224308387
688,  PGC023146                  ,4502,34.07,65.16283940608427,1.5017055565820805e-05,65.16186086679888
689,  ESO526-011                 ,5657,34.65,85.11380382023759,1.8869720865359462e-05,85.11219777682331
690,  PGC083758                  ,7357,33.88,59.70352865838378,2.4540310483728045e-05,59.702063551207715
691,  NGC6575                    ,6779,35.03,101.39113857366799,2.2612310013482726e-05,101.38884593765172
692,  PGC090653                  ,6590,34.4,75.85775750291836,2.198187387355822e-05,75.85609004391448
693,  UGC04565                   ,4339,34.73,88.30799004185621,1.4473346090647818e-05,88.30671194825206
694,  PGC091787                  ,4885,34.53,80.53784411990677,1.6294606050429727e-05,80.53653180884827
695,  NGC7407                    ,6094,34.95,97.72372209558111,2.0327395961375386e-05,97.72173566716617
696,  NGC0023                    ,4222,33.55,51.28613839913638,1.408307609926598e-05,51.285416142718056
697,  PGC093038                  ,10990,37.0,251.1886431509582,3.665869406227691e-05,251.17943524088696
698,  NGC0820                    ,4160,34.05,64.56542290346549,1.3876266360243126e-05,64.56452698889157
699,  UGC02159                   ,4976,33.49,49.888448746001266,1.6598149377060047e-05,49.88762070382075
700,  UGC02171                   ,4350,33.91,60.53408747539124,1.4510038141119615e-05,60.53320913621788
701,  PGC090789                  ,8294,35.45,123.02687708123811,2.7665806055734732e-05,123.0234735376789
702,  PGC090795                  ,7038,35.65,134.89628825916506,2.3476241020045942e-05,134.89312147573335
703,  PGC090800                  ,13891,36.77,225.94357702209828,4.63353884639753e-05,225.93310832375724
704,  NGC3332                    ,6186,34.54,80.90958991783813,2.0634274928957685e-05,80.90792044156382
705,  NGC3951                    ,6770,34.53,80.53784411990677,2.2582289244914893e-05,80.53602543208581
706,  PGC083663                  ,6890,35.84,147.23125024327226,2.2982566159152676e-05,147.22786656908838
707,  IC5145                     ,7025,35.35,117.48975549395304,2.343287768767018e-05,117.4870024353951
708,  UGC11941                   ,6520,35.3,114.81536214968793,2.1748379006919513e-05,114.81286515598165
709,  NGC7222                    ,11982,36.59,207.96966871037023,3.996764988664258e-05,207.96135698366436
710,  PGC091731                  ,6928,34.78,90.36494737223023,2.3109320515327975e-05,90.36285914795549
711,  PGC091747                  ,6266,34.86,93.75620069258792,2.0901126205116208e-05,93.75424112336194
712,  UGC12355                   ,7367,34.83,92.4698173938221,2.4573666893247863e-05,92.4675451271697
713,  PGC085512                  ,7690,35.79,143.8798578255844,2.5651078920737894e-05,143.87616724666353
714,  PGC091814                  ,6823,34.13,66.98846094165272,2.2759078215369914e-05,66.98693638072822
715,  PGC169662                  ,7965,35.85,147.9108388168207,2.656838018253281e-05,147.90690916982624
716,  UGC00557                   ,4192,34.55,81.28305161640978,1.3983006870706533e-05,81.28191505083316
717,  UGC00556                   ,4327,34.36,74.47319739059888,1.4433318399224038e-05,74.47212251074282
718,  UGC00565                   ,5339,33.47,49.43106869868354,1.7808987042629338e-05,49.43018839709886
719,  PGC003184                  ,6486,34.7,87.09635899560814,2.1634967214552143e-05,87.09447470950323
720,  UGC00525                   ,4618,32.88,37.670379898390934,1.540398991625066e-05,37.669799633177234
721,  UGC00575                   ,4353,34.1,66.06934480075964,1.4520045063975558e-05,66.06838548482509
722,  PGC003466                  ,4423,33.94,61.37620051647933,1.4753539930614266e-05,61.375295013613595
723,  UGC00607                   ,11320,36.42,192.30917289101615,3.775945557643081e-05,192.30191167552496
724,  UGC00714                   ,4341,33.6,52.480746024977336,1.448001737255178e-05,52.4799861138667
725,  UGC00732                   ,5148,33.76,56.49369748123022,1.717187962080087e-05,56.49272739491595
726,  UGC01178                   ,5236,33.79,57.279603098582925,1.7465416024575242e-05,57.2786027039574
727,  UGC01234                   ,5401,34.87,94.18895965228398,1.8015796781652192e-05,94.18726279369807
728,  PGC021549                  ,8566,36.02,159.95580286146713,2.8573100394673703e-05,159.95123255884099
729,  UGC04060                   ,4892,34.19,68.86522963442748,1.63179555370936e-05,68.8641059130091
730,  PGC028061                  ,10222,35.11,105.19618738232234,3.4096921811155104e-05,105.19260063844325
731,  UGC05234                   ,6332,34.98,99.08319448927666,2.1121278507946987e-05,99.0811017697313
732,  UGC06104                   ,3284,33.52,50.58246620031147,1.0954244886307313e-05,50.581912113659364
733,  PGC035622                  ,6453,34.72,87.90225168308842,2.152489106313675e-05,87.90035963742282
734,  PGC036371                  ,6650,34.22,69.82324040771705,2.218201233067711e-05,69.82169162209254
735,  PGC036779                  ,6483,35.36,118.03206356517275,2.1624960291696196e-05,118.02951118168019
736,  PGC036856                  ,7137,34.91,95.94006315159317,2.3806469474292113e-05,95.93777921178093
737,  PGC043164                  ,6894,33.02,40.17908108489409,2.29959087229606e-05,40.17815715165957
738,  PGC043278                  ,7179,34.23,70.145529841997,2.3946566394275337e-05,70.14385013763254
739,  UGC08013                   ,8157,35.56,129.41958414499865,2.7208823245313263e-05,129.41606288621847
740,  UGC08166                   ,3246,33.72,55.462571295791044,1.0827490530132016e-05,55.46197078182762
741,  PGC051854                  ,12376,37.21,276.6941645411513,4.12818924217233e-05,276.6827425539382
742,  UGC09530                   ,8779,34.62,83.94599865193965,2.9283591917445767e-05,83.94354048355603
743,  UGC12071                   ,10063,36.09,165.19617982290148,3.356655489979004e-05,165.19063494238475
744,  PGC069284                  ,6744,35.13,106.16955571987242,2.2495562580163374e-05,106.16716742971353
745,  UGC12133                   ,7056,35.32,115.87773561551262,2.3536282557181608e-05,115.87500834857482
746,  UGC12158                   ,8931,35.46,123.59474334445119,2.979060934214696e-05,123.59106149142013
747,  UGC12234                   ,5979,33.7,54.954087385762485,1.994379725189751e-05,54.95299141444333
748,  PGC070600                  ,9243,35.55,128.82495516931323,3.0831329319165196e-05,128.82098344714936
749,  PGC070927                  ,3214,33.48,49.65923214503358,1.0720750019668607e-05,49.65869976652708
750,  UGC12494                   ,3824,33.33,46.34469197362874,1.2755491000377335e-05,46.344100831867664
751,  UGC12501                   ,3422,33.8,57.543993733715666,1.1414563337680763e-05,57.54333690165194
752,  UGC12497                   ,3393,32.47,31.188895840939352,1.1317829750073299e-05,31.188542854321174
753,  PGC071201                  ,3142,32.24,28.05433637951716,1.0480583871125937e-05,28.054042356773312
754,  PGC071529                  ,3157,33.04,40.550853544838354,1.053061848540566e-05,40.55042652376721
755,  UGC12631                   ,8834,35.57,130.01695780332926,2.9467052169804752e-05,130.01312669974203
756,  UGC12667                   ,3452,32.88,37.670379898390934,1.1514632566240208e-05,37.6699461428023
757,  UGC12693                   ,4623,34.21,69.50243175887977,1.5420668121010568e-05,69.50136000147322
758,  UGC12678                   ,8744,36.08,164.4371723214929,2.9166844484126415e-05,164.43237634794383
759,  UGC12755                   ,8461,35.99,157.761126969935,2.8222858094715647e-05,157.75667462569353
760,  UGC12792                   ,11171,35.58,130.61708881318404,3.726244507458557e-05,130.61222188244008
761,  UGC00628                   ,5124,34.66,85.50667128846823,1.709182423795331e-05,85.50520984845006
762,  UGC02364                   ,5218,34.61,83.56030182312473,1.7405374487439573e-05,83.55884745009313
763,  UGC05691                   ,16636,36.99,250.03453616964296,5.5491722877164575e-05,250.02066209234854
764,  UGC07955                   ,7035,34.8,91.20108393559077,2.3466234097189996e-05,91.1989438398252
765,  UGC11893                   ,5253,35.44,122.46161992650464,1.7522121920758926e-05,122.45947417666777
766,  NGC7562A                   ,3136,33.02,40.17908108489409,1.0460570025414049e-05,40.17866079319933
767,  UGC12388                   ,4216,34.07,65.16283940608427,1.406306225355409e-05,65.16192302990414
768,  PGC090453                  ,4629,34.36,74.47319739059888,1.5440681966722458e-05,74.47204749139816
769,  NGC0029                    ,4447,34.45,77.62471166286927,1.4833595313461821e-05,77.62356022639008
770,  NGC0105                    ,4823,33.88,59.70352865838378,1.6087796311406873e-05,59.70256817562771
771,  NGC0252                    ,4621,34.44,77.26805850957021,1.5413996839106607e-05,77.26686751831852
772,  UGC00509                   ,4826,34.3,72.44359600749891,1.6097803234262816e-05,72.44242984351749
773,  NGC0582                    ,4074,34.04,64.26877173170195,1.3589401238372715e-05,64.26789836944427
774,  NGC0783                    ,4939,33.94,61.37620051647933,1.647473066183673e-05,61.37518937676502
775,  NGC0769                    ,4160,33.52,50.58246620031147,1.3876266360243126e-05,50.58176431427688
776,  UGC01470                   ,4910,34.32,73.11390834834172,1.6377997074229265e-05,73.11271090857636
777,  NGC0799                    ,5558,34.5,79.43282347242821,1.853949241111329e-05,79.43135085550183
778,  NGC0825                    ,3129,34.72,87.90225168308842,1.0437220538750177e-05,87.90133423747734
779,  NGC0973                    ,4634,33.99,62.8058358813318,1.5457360171482365e-05,62.804865083911686
780,  NGC0992                    ,3908,33.3,45.708818961487424,1.3035684840343781e-05,45.708223123496175
781,  PGC090783                  ,6624,34.9,95.4992586021435,2.209528566592559e-05,95.49714856536566
782,  IC2219                     ,5422,34.12,66.68067692136218,1.8085845241643804e-05,66.67947096676947
783,  IC0582                     ,7951,34.59,82.79421637123362,2.6521681209205068e-05,82.79202058765692
784,  NGC3131                    ,5424,34.4,75.85775750291836,1.809251652354777e-05,75.85638507001806
785,  NGC3270                    ,6560,34.61,83.56030182312473,2.1881804644998776e-05,83.55847341293308
786,  NGC3306                    ,3287,33.2,43.651583224016655,1.0964251809163258e-05,43.65110462231383
787,  NGC3701                    ,3121,32.98,39.445730207527774,1.0410535411134326e-05,39.44531956063169
788,  NGC3861                    ,5395,34.95,97.72372209558111,1.7995782935940302e-05,97.72196351233765
789,  UGC06862                   ,3077,34.13,66.98846094165272,1.0263767209247138e-05,66.98777339474073
790,  UGC07877                   ,6186,35.05,102.32929922807537,2.0634274928957685e-05,102.32718778075
791,  NGC4712                    ,4666,34.73,88.30799004185621,1.5564100681945774e-05,88.30661562879968
792,  IC0842                     ,7538,34.99,99.54054173515276,2.5144061496036702e-05,99.53803894458034
793,  IC4088                     ,7366,35.43,121.89895989248673,2.457033125229588e-05,121.89596486825161
794,  UGC08328                   ,6743,35.27,113.24003632355577,2.249222693921139e-05,113.23748936024705
795,  NGC5081                    ,6886,35.47,124.16523075924094,2.296922359534475e-05,124.1623788457991
796,  IC4210                     ,6614,34.48,78.7045789695097,2.2061929256405776e-05,78.70284263296325
797,  NGC5032                    ,6658,35.63,133.6595516546446,2.2208697458292965e-05,133.6565833160224
798,  UGC12320                   ,6285,34.73,88.30799004185621,2.0964503383203855e-05,88.30613874751168
799,  UGC12249                   ,7206,35.26,112.71974561755094,2.4036628699978835e-05,112.71703628000174
800,  IC1461                     ,8892,35.82,145.88142602753476,2.966051934501968e-05,145.87709923701084
801,  UGC12458                   ,6517,35.52,127.05741052085446,2.173837208406357e-05,127.05464855962907
802,  UGC00052                   ,4897,34.22,69.82324040771705,1.6334633741853507e-05,69.82209988928827
803,  UGC00485                   ,4935,33.96,61.94410750767811,1.6461388098028802e-05,61.94308783846922
804,  UGC00511                   ,4292,34.46,77.98301105232593,1.4316570965904686e-05,77.98189461899757
805,  PGC003285                  ,6361,34.77,89.94975815300364,2.1218012095554453e-05,89.94784963844205
806,  UGC00633                   ,5275,34.8,91.20108393559077,1.759550602170252e-05,91.19947923460472
807,  PGC002964                  ,4660,33.2,43.651583224016655,1.5544086836233885e-05,43.65090471056336
808,  UGC00987                   ,4373,33.77,56.75446054085477,1.458675788301519e-05,56.753632689355754
809,  UGC01160                   ,5173,34.28,71.77942912713615,1.7255270644600406e-05,71.7781905750314
810,  UGC01581                   ,4172,33.89,59.97910762555101,1.3916294051666904e-05,59.97827295026793
811,  UGC01685                   ,5937,34.79,90.78205301781861,1.9803700331914287e-05,90.78025523284794
812,  UGC01726                   ,5034,34.19,68.86522963442748,1.6791616552274973e-05,68.86407329531447
813,  UGC01980                   ,4552,34.17,68.23386941416705,1.5183837613419881e-05,68.23283337790512
814,  UGC01998                   ,6099,34.14,67.29766562843183,2.0344074166135293e-05,67.29629654758375
815,  UGC02201                   ,3923,33.98,62.51726927756849,1.3085719454623506e-05,62.516451204826716
816,  UGC02415                   ,7564,34.88,94.62371613657949,2.5230788160788222e-05,94.6213287658779
817,  UGC02375                   ,7392,35.19,109.14403364487572,2.46570579170474e-05,109.14134254047156
818,  UGC02405                   ,7487,35.07,103.27614057613958,2.4973943807485646e-05,103.27356142801969
819,  PGC022401                  ,7602,35.21,110.15393095414146,2.5357542516963517e-05,110.15113779198161
820,  UGC05358                   ,3249,33.13,42.266861426560325,1.083749745298796e-05,42.266403364521516
821,  PGC029466                  ,3095,33.86,59.156163417547425,1.0323808746382807e-05,59.155552706935
822,  UGC05713                   ,6612,35.05,102.32929922807537,2.2055257974501815e-05,102.32704237875792
823,  UGC05897                   ,3064,32.75,35.481338923357534,1.0220403876871378e-05,35.48097629344987
824,  NGC3419A                   ,3422,33.38,47.42419852602448,1.1414563337680763e-05,47.42365720568561
825,  UGC06363                   ,6646,35.03,101.39113857366799,2.2168669766869185e-05,101.38889091682724
826,  PGC037040                  ,8005,34.24,70.46930689671481,2.670180582061207e-05,70.46742528920805
827,  UGC07016                   ,7614,35.28,113.76272858234333,2.5397570208387297e-05,113.7598393588363
828,  UGC07357                   ,6991,35.32,115.87773561551262,2.331946589530281e-05,115.87503347162145
829,  UGC07978                   ,8341,35.09,104.23174293933057,2.7822581180477864e-05,104.2288430238842
830,  UGC08017                   ,7336,35.45,123.02687708123811,2.4470262023736436e-05,123.02386665498588
831,  PGC043840                  ,8219,35.07,103.27614057613958,2.7415632984336117e-05,103.27330927299549
832,  UGC08025                   ,6581,35.05,102.32929922807537,2.1951853104990385e-05,102.32705295964013
833,  UGC08084                   ,3102,31.82,23.12064790175594,1.0347158233046677e-05,23.120408671229004
834,  UGC11838                   ,3151,33.59,52.23961889991208,1.0510604639693771e-05,52.23906983570229
835,  UGC12165                   ,6204,34.36,74.47319739059888,2.0694316466093354e-05,74.47165625057669
836,  UGC12519                   ,4012,33.4,47.863009232263806,1.338259149934986e-05,47.86236870973517
837,  UGC12538                   ,4572,33.44,48.75284901033861,1.5250550432459511e-05,48.752105513894776
838,  UGC12639                   ,4199,31.21,17.45822152920504,1.4006356357370405e-05,17.457977006557808
839,  UGC12650                   ,4744,33.99,62.8058358813318,1.5824280676200333e-05,62.80484203988353
840,  PGC072411                  ,8688,35.85,147.9108388168207,2.898004859081545e-05,147.906552477743
841,  UGC01316                   ,4433,34.55,81.28305161640978,1.478689634013408e-05,81.2818497101238
842,  UGC09437                   ,14599,36.92,242.10290467361799,4.869702225797822e-05,242.09111555717524
843,  UGC08244                   ,7355,34.62,83.94599865193965,2.4533639201824084e-05,83.9439392016221
844,  UGC12561                   ,3373,33.47,49.43106869868354,1.1251116931033669e-05,49.43051255020688
845,  UGC00562                   ,5161,33.69,54.7015962893971,1.7215242953176627e-05,54.70065460433839
846,  UGC00501                   ,4773,34.25,70.79457843841374,1.59210142638078e-05,70.79345133486525
847,  PGC021831                  ,4910,33.88,59.70352865838378,1.6377997074229265e-05,59.70255085018063
848,  UGC03955                   ,5316,33.62,52.9663443891657,1.7732267300733762e-05,52.965405192443136
849,  UGC04296                   ,9252,35.45,123.02687708123811,3.086135008773303e-05,123.02308042288432
850,  UGC05129                   ,4340,33.81,57.80960474057187,1.4476681731599798e-05,57.80876786143824
851,  UGC06583                   ,6554,34.77,89.94975815300364,2.1861790799286886e-05,89.94779173319792
852,  PGC039401                  ,7234,35.08,103.75284158180126,2.413002664663432e-05,103.75033808337872
853,  UGC08899                   ,3087,33.45,48.97788193684466,1.0297123618766954e-05,48.97737761073289
854,  UGC11967                   ,4710,34.04,64.26877173170195,1.5710868883832963e-05,64.26776202931924
855,  PGC072115                  ,9049,35.16,107.64652136298349,3.018421497448078e-05,107.64327223531377
856,  UGC12562                   ,3467,33.07,41.114972110452214,1.1564667180519932e-05,41.11449663498234
857,  PGC090564                  ,5535,34.62,83.94599865193965,1.8462772669217715e-05,83.94444880466453
858,  UGC11977                   ,10964,36.42,192.30917289101615,3.657196739752539e-05,192.30214002342072
859,  UGC00764                   ,4454,34.7,87.09635899560814,1.4856944800125693e-05,87.09506502903464
860,  PGC070107                  ,5375,32.62,33.419504002611355,1.7929070116900673e-05,33.41890483272338
861,  UGC01319                   ,5063,33.78,57.01642722807478,1.688835013988244e-05,57.01546433094977
862,  UGC12252                   ,6778,35.31,115.34532578210953,2.2608974372530747e-05,115.34271800155418
863,  UGC12451                   ,3266,32.78,35.97493351557423,1.0894203349171646e-05,35.974541601602624
864,  UGC04247                   ,3072,34.53,80.53784411990677,1.024708900448723e-05,80.53701884990646
865,  UGC10205                   ,6634,35.87,149.27944095789945,2.2128642075445406e-05,149.27613767967833
866,  UGC00536                   ,4546,34.48,78.7045789695097,1.5163823767707992e-05,78.70338552524167
867,  NGC0673                    ,4895,34.2,69.18309709189376,1.6327962459949542e-05,69.18196749132566
868,  PGC009816                  ,3546,32.46,31.045595881283557,1.1828182815726471e-05,31.045228672643262
869,  IC1844                     ,6589,34.78,90.36494737223023,2.197853823260624e-05,90.3629613264299
870,  NGC2619                    ,3702,33.61,52.72298614228222,1.2348542804235588e-05,52.72233509827051
871,  IC0530                     ,5267,34.56,81.65823713585938,1.756882089408667e-05,81.65680252212108
872,  NGC3327                    ,6622,35.03,101.39113857366799,2.208861438402163e-05,101.38889903337441
873,  UGC11833                   ,4915,35.08,103.75284158180126,1.6394675278989172e-05,103.75114061554105
874,  PGC086633                  ,4082,34.99,99.54054173515276,1.3616086365988567e-05,99.53918640099393
875,  NGC5116                    ,3142,33.1,41.68693834703355,1.0480583871125937e-05,41.68650144815883
876,  NGC0976                    ,4063,33.39,47.64309868054156,1.3552709187900918e-05,47.642452996231114
877,  NGC3697                    ,6589,34.96,98.17479430199843,2.197853823260624e-05,98.17263661095127
878,  NGC3891                    ,6580,35.66,135.5189412351035,2.1948517464038406e-05,135.51596686053824
879,  UGC06891                   ,7093,34.62,83.94599865193965,2.3659701272404924e-05,83.94401256167883
880,  NGC5990                    ,3957,33.34,46.55860935229601,1.3199131246990877e-05,46.55799482721169
881,  UGC00040                   ,7178,35.02,100.92528860766876,2.3943230753323355e-05,100.92287218805167
882,  PGC000465                  ,11188,36.19,172.98163592151,3.731915097076925e-05,172.97518063462968
883,  NGC2713                    ,4204,34.38,75.1622894018206,1.4023034562130313e-05,75.16123541321866
884,  IC0066                     ,4536,34.56,81.65823713585938,1.5130467358188177e-05,81.65700162726169
885,  PGC068560                  ,7906,35.52,127.05741052085446,2.63715773663659e-05,127.05405990488397
886,  NGC1723                    ,3730,32.5,31.622776601683793,1.2441940750891072e-05,31.622383157866143
887,  IC0438                     ,3200,32.9,38.018939632056124,1.0674051046340865e-05,38.01853382028542
